transaction_id,customer_id,product,category,quantity,price,revenue,date,region
23391,1625,Jeans,Clothing,8,302.04,2416.32,2023-07-02,North
23392,4521,Self-Help,Books,6,447.04,2682.24,2024-01-21,South
23393,3654,Jacket,Clothing,4,291.67,1166.68,2024-01-12,North
23394,4518,Shoes,Clothing,7,60.23,421.61,2024-11-08,South
23395,4608,Jeans,Clothing,6,68.39,410.34,2023-12-25,East
23396,4715,Lamp,Home & Garden,6,187.1,1122.6,2024-11-25,Central
23397,1178,Tablet,Electronics,10,,,2023-07-28,East
23398,1394,Jeans,Clothing,4,481.57,1926.28,2023-06-04,East
23399,2168,Yoga Mat,Sports,9,416.75,3750.75,2024-09-18,Central
23400,1875,Smartphone,Electronics,2,55.3,110.6,2024-04-20,Central
23401,1961,Headphones,Electronics,9,149.45,1345.05,2023-11-26,North
23402,1197,Bicycle,Sports,2,182.66,365.32,2023-07-22,West
23403,1968,Biography,Books,5,412.2,2061.0,2023-07-19,Central
23404,4908,Biography,Books,4,258.53,1034.12,2023-05-02,Central
23405,4155,Tablet,Electronics,7,,,2024-05-19,Central
23406,1668,Rug,Home & Garden,3,474.15,1422.45,2023-11-06,South
23407,4156,Cookbook,Books,2,499.67,999.34,2023-11-20,South
23408,3504,Self-Help,Books,2,47.49,94.98,2023-09-01,South
23409,4547,Shoes,Clothing,8,93.02,744.16,2023-02-20,East
23410,2276,Jeans,Clothing,5,129.76,648.8,2023-05-28,Central
23411,2910,Biography,Books,4,468.53,1874.12,2023-07-29,South
23412,1071,Chair,Home & Garden,9,367.67,3309.03,2023-09-13,North
23413,1222,Jacket,Clothing,8,288.95,2311.6,2024-01-16,East
23414,3323,Lamp,Home & Garden,1,159.36,159.36,2024-07-23,East
23415,4866,Laptop,Electronics,7,112.25,785.75,2024-06-12,East
23416,4847,Plant,Home & Garden,2,35.31,70.62,2024-12-21,South
23417,2269,T-Shirt,Clothing,10,100.86,1008.6,2024-07-27,East
23418,2364,Dumbbell,Sports,10,367.63,3676.3,2024-12-05,West
23419,3620,Rug,Home & Garden,6,113.08,678.48,2024-03-28,East
23420,1923,Fiction Novel,Books,6,,,2023-12-20,East
23421,1470,Rug,Home & Garden,7,247.63,1733.41,2024-09-07,Central
23422,3501,Chair,Home & Garden,2,441.93,883.86,2023-10-31,West
23423,4842,Chair,Home & Garden,3,425.86,1277.58,2024-05-14,North
23424,4016,Biography,Books,1,38.02,38.02,2023-05-12,North
23425,3054,Rug,Home & Garden,7,68.44,479.08,2024-10-28,West
23426,1187,Running Shoes,Sports,7,256.02,1792.14,2023-10-05,North
23427,3051,Cookbook,Books,3,472.89,1418.67,2024-05-26,South
23428,4814,Yoga Mat,Sports,1,445.84,445.84,2024-03-03,Central
23429,2668,Yoga Mat,Sports,6,204.39,1226.34,2023-06-06,Central
23430,3954,Yoga Mat,Sports,6,79.77,478.62,2024-04-26,South
23431,2148,Fiction Novel,Books,4,419.55,1678.2,2024-02-09,South
23432,4086,Jeans,Clothing,6,25.07,150.42,2023-02-10,Central
23433,1959,Biography,Books,10,167.49,1674.9,2023-09-02,West
23434,3572,Lamp,Home & Garden,9,460.42,4143.78,2023-01-15,East
23435,1629,Dumbbell,Sports,8,89.43,715.44,2023-10-16,West
23436,4311,Rug,Home & Garden,1,444.37,444.37,2024-06-15,South
23437,1774,Bicycle,Sports,8,140.03,1120.24,2024-06-10,South
23438,1359,Yoga Mat,Sports,9,438.77,3948.93,2023-02-04,North
23439,1517,Lamp,Home & Garden,5,190.73,953.65,2023-05-07,North
23440,2343,Smartphone,Electronics,2,124.26,248.52,2024-04-17,West
23441,4302,Bicycle,Sports,9,181.63,1634.67,2023-05-22,Central
23442,2969,Smartphone,Electronics,6,123.37,740.22,2024-10-28,East
23443,4101,Biography,Books,1,476.58,476.58,2024-07-02,North
23444,4605,Bicycle,Sports,4,34.93,139.72,2023-08-08,Central
23445,1920,Running Shoes,Sports,1,324.08,324.08,2023-11-23,South
23446,4227,Biography,Books,1,64.62,64.62,2023-03-07,West
23447,4701,Plant,Home & Garden,10,223.26,2232.6,2024-11-17,North
23448,3899,Plant,Home & Garden,8,145.29,1162.32,2023-12-26,South
23449,1934,Tablet,Electronics,2,321.69,643.38,2023-05-09,East
23450,2986,Self-Help,Books,3,206.01,618.03,2024-05-30,West
23451,1900,Running Shoes,Sports,4,162.26,649.04,2024-12-13,Central
23452,2728,Tablet,Electronics,8,35.94,287.52,2023-12-26,South
23453,3446,Chair,Home & Garden,5,382.08,1910.4,2024-03-24,North
23454,2369,Yoga Mat,Sports,3,369.39,1108.17,2023-12-08,West
23455,2218,Lamp,Home & Garden,8,267.43,2139.44,2023-02-13,Central
23456,3215,Laptop,Electronics,3,157.14,471.42,2023-06-06,
23457,1376,Plant,Home & Garden,3,388.12,1164.36,2024-08-22,East
23458,4560,Plant,Home & Garden,1,496.31,496.31,2023-10-21,South
23459,2774,Self-Help,Books,9,264.67,2382.03,2024-05-04,South
23460,4433,Headphones,Electronics,7,426.34,2984.38,2024-03-16,North
23461,2505,Running Shoes,Sports,10,333.74,3337.4,2023-10-13,East
23462,2267,Lamp,Home & Garden,7,306.51,2145.57,2024-12-25,Central
23463,4652,Chair,Home & Garden,10,317.4,3174.0,2024-07-16,South
23464,3654,Shoes,Clothing,3,277.38,832.14,2023-10-20,East
23465,2010,Tablet,Electronics,5,319.63,1598.15,2023-01-26,East
23466,3636,Laptop,Electronics,4,480.97,1923.88,2024-04-14,East
23467,2194,Yoga Mat,Sports,1,486.41,486.41,2024-05-30,West
23468,4584,Cookbook,Books,9,96.32,866.88,2024-10-02,Central
23469,4477,Running Shoes,Sports,9,20.46,184.14,2024-08-21,South
23470,4645,Headphones,Electronics,8,13.3,106.4,2024-02-28,North
23471,2230,Rug,Home & Garden,9,206.06,1854.54,2023-07-08,East
23472,2177,Cookbook,Books,8,415.39,3323.12,2024-10-21,South
23473,4857,Fiction Novel,Books,8,343.3,2746.4,2023-09-23,North
23474,3095,Smartphone,Electronics,10,317.65,3176.5,2023-01-13,South
23475,2672,Laptop,Electronics,9,396.53,3568.77,2024-09-13,Central
23476,4072,Dumbbell,Sports,2,63.33,126.66,2024-01-27,West
23477,4818,Shoes,Clothing,5,408.2,2041.0,2024-08-20,North
23478,2928,Smartphone,Electronics,9,180.91,1628.19,2024-01-13,North
23479,4839,Headphones,Electronics,5,411.45,2057.25,2023-06-17,North
23480,4478,Yoga Mat,Sports,6,407.5,2445.0,2023-06-28,
23481,4178,Laptop,Electronics,6,364.89,2189.34,2024-07-14,South
23482,1172,Dumbbell,Sports,7,102.31,716.17,2024-01-19,West
23483,3553,Smartphone,Electronics,6,204.6,1227.6,2024-02-04,West
23484,4201,Chair,Home & Garden,6,22.09,132.54,2024-12-29,East
23485,3445,Headphones,Electronics,2,269.53,539.06,2024-11-16,South
23486,1293,Shoes,Clothing,7,288.8,2021.6,2024-05-30,West
23487,1551,Fiction Novel,Books,3,13.55,40.65,2023-04-17,North
23488,2470,Bicycle,Sports,8,278.68,2229.44,2023-01-20,East
23489,3897,Shoes,Clothing,6,198.04,1188.24,2023-09-22,South
23490,2039,Yoga Mat,Sports,9,337.93,3041.37,2024-08-07,West
23491,2662,Shoes,Clothing,6,411.19,2467.14,2023-03-31,West
23492,1884,Running Shoes,Sports,7,142.54,997.78,2023-09-27,Central
23493,2372,Dumbbell,Sports,6,298.96,1793.76,2023-11-04,South
23494,4051,Fiction Novel,Books,10,177.59,1775.9,2023-04-28,North
23495,2226,Laptop,Electronics,10,430.88,4308.8,2023-06-24,West
23496,1133,Dumbbell,Sports,3,313.33,939.99,2024-01-17,South
23497,1770,Running Shoes,Sports,5,94.52,472.6,2023-09-21,East
23498,4597,Fiction Novel,Books,8,467.55,3740.4,2023-01-12,Central
23499,3555,Yoga Mat,Sports,5,182.79,913.95,2023-07-07,West
23500,2089,Running Shoes,Sports,5,211.93,1059.65,2023-07-06,East
23501,1479,Lamp,Home & Garden,8,366.47,2931.76,2023-02-13,Central
23502,1862,Lamp,Home & Garden,10,467.11,4671.1,2023-06-27,Central
23503,1458,Plant,Home & Garden,5,177.0,885.0,2023-06-19,South
23504,4413,Biography,Books,2,148.95,297.9,2024-11-07,Central
23505,4778,Yoga Mat,Sports,6,54.67,328.02,2023-03-26,East
23506,1625,Fiction Novel,Books,8,216.82,1734.56,2023-05-21,Central
23507,1158,Self-Help,Books,7,349.06,2443.42,2023-01-01,
23508,3208,Shoes,Clothing,7,368.0,2576.0,2024-10-16,South
23509,2277,Headphones,Electronics,2,85.48,170.96,2024-03-25,North
23510,3007,Jacket,Clothing,8,490.03,3920.24,2023-10-18,East
23511,2920,Headphones,Electronics,3,15.14,45.42,2024-02-18,Central
23512,1939,Jacket,Clothing,10,240.9,2409.0,2023-05-11,Central
23513,4598,Bicycle,Sports,1,267.48,267.48,2024-11-26,East
23514,2572,Biography,Books,6,193.64,1161.84,2023-09-17,North
23515,3202,T-Shirt,Clothing,6,,,2024-05-17,North
23516,3533,T-Shirt,Clothing,3,65.45,196.35,2024-08-21,South
23517,1431,Running Shoes,Sports,1,134.27,134.27,2023-02-09,East
23518,2050,Cookbook,Books,1,375.52,375.52,2024-03-04,East
23519,2003,Smartphone,Electronics,2,137.31,274.62,2024-04-20,West
23520,4083,Jacket,Clothing,10,191.65,1916.5,2023-08-11,South
23521,3114,Headphones,Electronics,4,368.03,1472.12,2023-10-03,West
23522,3589,Lamp,Home & Garden,5,425.54,2127.7,2024-02-24,Central
23523,3143,Jeans,Clothing,5,291.3,1456.5,2023-02-24,West
23524,1214,Cookbook,Books,1,387.23,387.23,2023-08-24,West
23525,3241,Rug,Home & Garden,7,,,2023-09-26,
23526,2670,Lamp,Home & Garden,6,82.2,493.2,2023-10-03,Central
23527,2313,Jeans,Clothing,3,85.55,256.65,2023-08-17,Central
23528,4615,Shoes,Clothing,9,382.41,3441.69,2024-07-23,East
23529,1884,Chair,Home & Garden,2,457.01,914.02,2024-07-27,West
23530,3086,Jacket,Clothing,9,345.04,3105.36,2023-07-20,South
23531,2887,Biography,Books,10,31.25,312.5,2023-02-08,Central
23532,1938,Fiction Novel,Books,3,454.0,1362.0,2023-11-14,West
23533,1938,Lamp,Home & Garden,1,51.83,51.83,2023-08-13,East
23534,1205,Jacket,Clothing,2,446.2,892.4,2024-10-15,West
23535,4970,Lamp,Home & Garden,9,127.74,1149.66,2023-02-02,East
23536,1941,Self-Help,Books,9,135.89,1223.01,2023-12-25,South
23537,4999,Shoes,Clothing,4,320.23,1280.92,2024-03-09,North
23538,1554,Cookbook,Books,10,,,2023-02-28,West
23539,3531,Jacket,Clothing,10,93.64,936.4,2023-03-05,North
23540,4408,Bicycle,Sports,8,424.57,3396.56,2023-01-01,Central
23541,2519,Biography,Books,7,240.77,1685.39,2023-02-22,South
23542,1770,Tablet,Electronics,5,330.76,1653.8,2024-10-05,West
23543,1248,T-Shirt,Clothing,9,433.57,3902.13,2024-03-28,East
23544,2097,Bicycle,Sports,8,33.48,267.84,2024-07-11,Central
23545,1372,Running Shoes,Sports,3,355.04,1065.12,2023-02-08,North
23546,2854,Bicycle,Sports,10,193.93,1939.3,2023-08-23,West
23547,3926,Biography,Books,9,205.02,1845.18,2024-02-07,North
23548,4879,Laptop,Electronics,1,116.85,116.85,2023-09-13,Central
23549,4857,Bicycle,Sports,10,272.91,2729.1,2023-06-09,North
23550,1834,Plant,Home & Garden,2,,,2024-04-22,West
23551,3918,Jacket,Clothing,4,281.31,1125.24,2023-11-23,South
23552,1701,Shoes,Clothing,9,103.72,933.48,2023-09-30,Central
23553,3185,Smartphone,Electronics,5,,,2023-06-30,East
23554,3995,Smartphone,Electronics,5,165.72,828.6,2023-06-10,South
23555,3504,Self-Help,Books,3,345.38,1036.14,2024-09-08,South
23556,3861,Plant,Home & Garden,4,399.23,1596.92,2023-12-08,Central
23557,3870,Jeans,Clothing,4,389.06,1556.24,2024-04-13,Central
23558,1941,Bicycle,Sports,6,287.29,1723.74,2023-06-25,East
23559,4914,Running Shoes,Sports,1,249.68,249.68,2024-04-22,West
23560,3491,Shoes,Clothing,7,95.98,671.86,2024-01-29,North
23561,3400,Plant,Home & Garden,5,325.75,1628.75,2023-09-18,East
23562,1995,Plant,Home & Garden,7,21.45,150.15,2023-07-16,East
23563,1793,Dumbbell,Sports,5,280.07,1400.35,2024-10-03,Central
23564,3458,Jacket,Clothing,2,409.21,818.42,2024-02-05,West
23565,1677,Yoga Mat,Sports,1,439.25,439.25,2024-06-18,West
23566,2813,Self-Help,Books,1,230.07,230.07,2023-11-02,South
23567,2561,Jacket,Clothing,5,70.82,354.1,2024-07-24,Central
23568,1452,Plant,Home & Garden,2,100.87,201.74,2023-02-07,West
23569,3466,Dumbbell,Sports,1,408.33,408.33,2024-02-10,East
23570,3497,Tablet,Electronics,10,81.52,815.2,2024-12-25,North
23571,4042,Headphones,Electronics,5,337.28,1686.4,2023-06-25,East
23572,4656,Cookbook,Books,1,,,2023-04-01,South
23573,2138,Headphones,Electronics,3,185.41,556.23,2023-06-01,West
23574,1050,Cookbook,Books,9,453.67,4083.03,2023-09-22,North
23575,2392,Biography,Books,8,439.63,3517.04,2024-04-16,Central
23576,4985,Chair,Home & Garden,1,,,2023-01-18,North
23577,4754,Plant,Home & Garden,2,259.38,518.76,2024-12-03,West
23578,4851,T-Shirt,Clothing,3,203.04,609.12,2024-07-30,Central
23579,2538,Dumbbell,Sports,1,446.91,446.91,2024-07-01,South
23580,1209,Tablet,Electronics,9,,,2024-10-23,South
23581,1887,Yoga Mat,Sports,9,142.41,1281.69,2024-11-08,East
23582,4045,Running Shoes,Sports,4,438.66,1754.64,2023-12-07,Central
23583,2926,Cookbook,Books,3,135.43,406.29,2023-07-28,East
23584,4040,Headphones,Electronics,7,485.2,3396.4,2023-02-12,West
23585,4973,Chair,Home & Garden,7,398.61,2790.27,2024-09-15,West
23586,1849,Running Shoes,Sports,7,297.06,2079.42,2023-10-18,Central
23587,4884,Fiction Novel,Books,3,67.91,203.73,2023-08-27,West
23588,4966,Plant,Home & Garden,7,33.68,235.76,2024-07-21,West
23589,2877,Self-Help,Books,8,343.61,2748.88,2024-01-11,Central
23590,1626,Yoga Mat,Sports,6,13.88,83.28,2023-04-08,East
23591,3726,Dumbbell,Sports,9,297.91,2681.19,2024-09-21,South
23592,2458,Yoga Mat,Sports,7,60.38,422.66,2024-08-14,Central
23593,3824,Headphones,Electronics,2,137.95,275.9,2023-12-10,West
23594,2250,Tablet,Electronics,3,337.67,1013.01,2023-09-26,South
23595,1662,Bicycle,Sports,6,310.34,1862.04,2024-08-20,South
23596,1267,Tablet,Electronics,8,66.09,528.72,2024-07-26,West
23597,3163,Fiction Novel,Books,7,68.59,480.13,2023-07-02,South
23598,2623,Cookbook,Books,2,29.93,59.86,2024-03-02,West
23599,2853,T-Shirt,Clothing,3,81.57,244.71,2023-05-10,North
23600,1753,Plant,Home & Garden,7,109.85,768.95,2024-06-27,
23601,4431,Fiction Novel,Books,5,148.14,740.7,2023-04-12,Central
23602,2352,Plant,Home & Garden,7,56.37,394.59,2023-01-13,South
23603,2868,Jeans,Clothing,8,152.37,1218.96,2024-04-22,North
23604,2063,T-Shirt,Clothing,6,142.19,853.14,2023-07-24,South
23605,1181,Lamp,Home & Garden,7,105.3,737.1,2023-01-28,West
23606,2513,Dumbbell,Sports,4,40.65,162.6,2024-11-15,Central
23607,4280,Chair,Home & Garden,9,376.44,3387.96,2024-04-11,South
23608,1902,Cookbook,Books,3,247.1,741.3,2024-09-29,South
23609,4344,Lamp,Home & Garden,6,467.38,2804.28,2024-04-18,Central
23610,2142,Fiction Novel,Books,2,230.1,460.2,2024-05-24,West
23611,4453,Cookbook,Books,9,147.15,1324.35,2023-04-25,South
23612,3993,Biography,Books,7,273.45,1914.15,2023-05-16,East
23613,4607,Bicycle,Sports,1,71.19,71.19,2024-10-21,East
23614,3305,Yoga Mat,Sports,1,420.12,420.12,2024-03-23,West
23615,2506,Jacket,Clothing,9,106.93,962.37,2024-01-17,East
23616,3556,Laptop,Electronics,9,236.3,2126.7,2024-05-08,East
23617,3139,Yoga Mat,Sports,8,50.47,403.76,2023-12-10,North
23618,3002,Dumbbell,Sports,8,375.34,3002.72,2024-10-12,North
23619,2184,Jeans,Clothing,2,349.82,699.64,2023-04-18,East
23620,1148,Jacket,Clothing,3,258.77,776.31,2024-04-24,East
23621,3164,T-Shirt,Clothing,9,494.15,4447.35,2024-08-08,South
23622,3505,Rug,Home & Garden,1,39.93,39.93,2024-08-05,West
23623,3612,Cookbook,Books,6,379.01,2274.06,2024-08-29,West
23624,3861,Dumbbell,Sports,9,,,2024-11-02,West
23625,3092,Fiction Novel,Books,3,305.2,915.6,2023-08-24,North
23626,2800,Headphones,Electronics,2,440.85,881.7,2024-08-19,
23627,3021,T-Shirt,Clothing,6,443.57,2661.42,2023-01-17,Central
23628,3821,Tablet,Electronics,4,204.69,818.76,2024-07-31,North
23629,2842,Jeans,Clothing,1,,,2023-02-28,West
23630,3036,T-Shirt,Clothing,1,270.02,270.02,2023-11-23,North
23631,3281,Tablet,Electronics,8,55.88,447.04,2023-05-17,North
23632,2398,Self-Help,Books,9,,,2024-04-27,West
23633,2570,Smartphone,Electronics,3,86.03,258.09,2024-10-03,South
23634,2873,Chair,Home & Garden,3,70.69,212.07,2024-06-19,East
23635,2972,Dumbbell,Sports,9,164.21,1477.89,2023-02-20,North
23636,4986,Dumbbell,Sports,3,237.08,711.24,2024-04-23,East
23637,3244,Cookbook,Books,9,49.88,448.92,2023-01-16,West
23638,3072,Cookbook,Books,10,142.51,1425.1,2024-02-26,East
23639,3442,Cookbook,Books,9,317.58,2858.22,2024-12-16,West
23640,1713,Smartphone,Electronics,10,200.92,2009.2,2024-09-21,South
23641,2808,Tablet,Electronics,5,,,2023-01-16,Central
23642,4107,Smartphone,Electronics,4,430.07,1720.28,2024-08-20,East
23643,4545,Jeans,Clothing,9,162.9,1466.1,2023-10-01,South
23644,1222,Smartphone,Electronics,1,479.22,479.22,2024-07-23,South
23645,1863,Running Shoes,Sports,8,88.24,705.92,2023-05-20,North
23646,4860,Yoga Mat,Sports,9,330.31,2972.79,2024-09-27,
23647,1529,Jeans,Clothing,10,,,2024-04-02,Central
23648,2211,Laptop,Electronics,6,433.55,2601.3,2024-12-06,South
23649,2425,Tablet,Electronics,4,328.11,1312.44,2024-11-01,South
23650,3304,Chair,Home & Garden,9,402.74,3624.66,2024-11-15,South
23651,1653,Rug,Home & Garden,6,257.48,1544.88,2024-07-29,Central
23652,2159,Dumbbell,Sports,6,309.1,1854.6,2024-09-18,South
23653,2842,Biography,Books,6,376.06,2256.36,2023-05-06,South
23654,3638,Yoga Mat,Sports,10,136.66,1366.6,2023-10-25,Central
23655,1443,T-Shirt,Clothing,9,345.5,3109.5,2024-03-07,East
23656,3465,Tablet,Electronics,3,54.06,162.18,2024-09-23,Central
23657,4363,Chair,Home & Garden,7,78.77,551.39,2024-11-08,South
23658,1573,Dumbbell,Sports,9,174.59,1571.31,2024-07-23,East
23659,3176,T-Shirt,Clothing,2,451.23,902.46,2023-12-23,West
23660,2010,Biography,Books,8,219.62,1756.96,2024-03-22,South
23661,1340,Running Shoes,Sports,1,388.11,388.11,2024-11-13,South
23662,3857,Headphones,Electronics,7,474.38,3320.66,2024-01-15,South
23663,2280,Smartphone,Electronics,4,414.55,1658.2,2024-10-02,North
23664,4039,Plant,Home & Garden,6,111.83,670.98,2023-01-09,Central
23665,4795,T-Shirt,Clothing,4,158.25,633.0,2023-06-04,North
23666,4637,Biography,Books,3,463.45,1390.35,2023-08-20,West
23667,4758,Cookbook,Books,8,,,2023-03-03,North
23668,1099,Jacket,Clothing,2,432.84,865.68,2023-11-15,
23669,3086,Plant,Home & Garden,7,140.55,983.85,2023-01-17,West
23670,4997,Tablet,Electronics,7,462.56,3237.92,2024-08-26,
23671,3310,Fiction Novel,Books,9,340.15,3061.35,2023-08-23,West
23672,1149,Jacket,Clothing,6,161.84,971.04,2024-08-20,North
23673,2656,Chair,Home & Garden,2,29.02,58.04,2023-03-12,West
23674,3737,Tablet,Electronics,10,83.49,834.9,2023-12-04,North
23675,3860,Jeans,Clothing,8,208.46,1667.68,2023-08-02,East
23676,2353,Rug,Home & Garden,9,92.99,836.91,2024-07-09,Central
23677,2143,Dumbbell,Sports,6,233.09,1398.54,2024-03-21,West
23678,2607,Jeans,Clothing,10,113.88,1138.8,2023-10-24,West
23679,3266,Cookbook,Books,2,305.07,610.14,2024-02-12,South
23680,3953,Shoes,Clothing,9,,,2023-02-12,South
23681,4981,Tablet,Electronics,4,432.29,1729.16,2024-02-25,South
23682,2837,Jacket,Clothing,2,14.95,29.9,2023-04-03,East
23683,4194,Tablet,Electronics,8,231.66,1853.28,2024-09-18,North
23684,1243,Lamp,Home & Garden,4,316.14,1264.56,2023-10-12,Central
23685,3933,Yoga Mat,Sports,2,259.37,518.74,2023-12-23,
23686,1586,Smartphone,Electronics,2,36.4,72.8,2023-07-21,Central
23687,3565,Rug,Home & Garden,3,335.88,1007.64,2023-05-14,North
23688,4092,Chair,Home & Garden,10,269.33,2693.3,2024-12-14,West
23689,3237,Yoga Mat,Sports,6,26.23,157.38,2024-03-02,West
23690,4296,Fiction Novel,Books,3,169.87,509.61,2023-03-18,East
23691,3962,Fiction Novel,Books,4,,,2024-02-02,East
23692,3662,T-Shirt,Clothing,4,359.86,1439.44,2023-02-10,Central
23693,1855,Self-Help,Books,4,110.76,443.04,2023-12-03,West
23694,3513,Jeans,Clothing,5,474.06,2370.3,2024-03-28,West
23695,3146,Headphones,Electronics,9,22.62,203.58,2024-10-23,Central
23696,3035,Headphones,Electronics,4,386.52,1546.08,2023-08-19,West
23697,1829,Shoes,Clothing,9,478.12,4303.08,2024-04-09,Central
23698,2386,Yoga Mat,Sports,10,442.0,4420.0,2023-03-21,Central
23699,4044,Dumbbell,Sports,8,44.8,358.4,2024-06-21,North
23700,4154,Fiction Novel,Books,5,144.17,720.85,2023-11-16,Central
23701,2716,Laptop,Electronics,10,31.63,316.3,2023-11-01,Central
23702,2687,Tablet,Electronics,6,470.76,2824.56,2024-04-21,East
23703,1055,Running Shoes,Sports,3,125.78,377.34,2024-11-10,East
23704,2725,Rug,Home & Garden,2,203.97,407.94,2024-06-12,South
23705,2953,Running Shoes,Sports,9,464.83,4183.47,2023-07-20,Central
23706,2045,Yoga Mat,Sports,7,345.72,2420.04,2024-04-29,East
23707,3627,Plant,Home & Garden,10,431.82,4318.2,2023-03-17,South
23708,1184,Fiction Novel,Books,3,338.13,1014.39,2023-06-19,North
23709,1521,Shoes,Clothing,2,202.25,404.5,2024-08-12,South
23710,2601,Self-Help,Books,10,17.88,178.8,2023-08-20,North
23711,3311,Plant,Home & Garden,3,168.51,505.53,2023-01-08,West
23712,2248,Plant,Home & Garden,7,160.3,1122.1,2024-09-23,West
23713,2658,Fiction Novel,Books,7,390.67,2734.69,2023-12-18,South
23714,2061,Jeans,Clothing,10,,,2023-08-20,East
23715,2002,Fiction Novel,Books,2,367.31,734.62,2024-09-06,South
23716,3170,Tablet,Electronics,2,146.88,293.76,2024-05-28,Central
23717,4901,Headphones,Electronics,3,448.06,1344.18,2023-05-06,North
23718,4227,Tablet,Electronics,10,268.71,2687.1,2024-08-10,South
23719,4977,Jacket,Clothing,6,27.07,162.42,2023-07-17,South
23720,3348,Jeans,Clothing,5,182.09,910.45,2024-01-28,West
23721,3880,Chair,Home & Garden,8,86.25,690.0,2024-02-28,East
23722,3017,Yoga Mat,Sports,8,200.7,1605.6,2024-08-05,Central
23723,4138,Shoes,Clothing,2,69.18,138.36,2024-02-15,North
23724,2928,Yoga Mat,Sports,4,246.37,985.48,2024-01-23,North
23725,3692,Smartphone,Electronics,1,262.38,262.38,2024-04-16,Central
23726,3921,Smartphone,Electronics,10,180.49,1804.9,2023-04-21,North
23727,1393,Running Shoes,Sports,9,234.62,2111.58,2024-03-19,
23728,4723,Cookbook,Books,4,321.73,1286.92,2023-11-05,Central
23729,2617,Chair,Home & Garden,5,285.35,1426.75,2023-06-12,South
23730,4641,Chair,Home & Garden,2,55.91,111.82,2023-03-10,West
23731,1660,Fiction Novel,Books,2,80.16,160.32,2024-06-28,East
23732,2428,Dumbbell,Sports,5,295.2,1476.0,2024-12-03,Central
23733,4520,Dumbbell,Sports,2,358.04,716.08,2023-11-04,North
23734,2154,Jacket,Clothing,7,276.7,1936.9,2023-10-31,West
23735,1068,Tablet,Electronics,1,489.96,489.96,2024-12-22,East
23736,4416,Headphones,Electronics,9,278.45,2506.05,2024-05-07,South
23737,3809,Yoga Mat,Sports,4,245.92,983.68,2024-02-04,North
23738,1319,Jeans,Clothing,10,432.84,4328.4,2024-03-14,
23739,3224,T-Shirt,Clothing,3,282.27,846.81,2023-04-10,Central
23740,1583,Plant,Home & Garden,7,355.52,2488.64,2024-08-30,North
23741,4600,Chair,Home & Garden,9,253.74,2283.66,2024-08-04,South
23742,2864,Bicycle,Sports,9,17.09,153.81,2023-01-18,South
23743,2183,Lamp,Home & Garden,1,118.13,118.13,2023-04-11,East
23744,1581,Shoes,Clothing,6,39.8,238.8,2023-09-02,South
23745,4696,Self-Help,Books,4,11.41,45.64,2023-12-31,Central
23746,2767,Smartphone,Electronics,3,43.97,131.91,2023-12-24,South
23747,2556,Bicycle,Sports,8,240.17,1921.36,2024-12-07,Central
23748,4206,Plant,Home & Garden,10,403.91,4039.1,2024-02-24,West
23749,2798,Rug,Home & Garden,2,220.92,441.84,2024-01-23,North
23750,1110,Shoes,Clothing,5,474.44,2372.2,2024-09-09,North
23751,1998,Chair,Home & Garden,8,404.88,3239.04,2024-03-29,West
23752,1757,Smartphone,Electronics,1,453.51,453.51,2023-05-30,Central
23753,1282,Dumbbell,Sports,3,434.37,1303.11,2023-06-18,South
23754,4591,Rug,Home & Garden,1,46.88,46.88,2023-08-22,Central
23755,4867,Biography,Books,7,298.62,2090.34,2024-11-10,North
23756,2742,Self-Help,Books,1,328.95,328.95,2023-03-06,East
23757,3241,Bicycle,Sports,7,203.44,1424.08,2024-07-24,North
23758,4014,Biography,Books,2,309.91,619.82,2024-03-18,South
23759,2070,Cookbook,Books,5,474.76,2373.8,2024-05-05,South
23760,4025,Chair,Home & Garden,3,474.36,1423.08,2024-08-09,West
23761,3389,Cookbook,Books,1,250.87,250.87,2023-12-21,East
23762,4313,Plant,Home & Garden,6,241.98,1451.88,2024-11-28,East
23763,3569,Smartphone,Electronics,8,417.4,3339.2,2024-12-25,East
23764,2393,Shoes,Clothing,6,,,2024-06-19,East
23765,1800,Lamp,Home & Garden,6,486.52,2919.12,2024-02-22,West
23766,3950,Jacket,Clothing,7,,,2024-08-07,North
23767,1130,Lamp,Home & Garden,1,158.58,158.58,2024-12-21,West
23768,2293,Chair,Home & Garden,5,242.92,1214.6,2024-07-28,South
23769,2963,Yoga Mat,Sports,6,423.99,2543.94,2024-07-07,West
23770,3861,Plant,Home & Garden,1,359.55,359.55,2024-03-13,North
23771,1060,Biography,Books,10,261.41,2614.1,2024-05-16,North
23772,3211,Cookbook,Books,8,,,2023-09-17,West
23773,2548,Lamp,Home & Garden,3,128.12,384.36,2023-10-09,South
23774,1271,Headphones,Electronics,5,29.09,145.45,2023-05-21,North
23775,4791,Fiction Novel,Books,6,460.54,2763.24,2024-04-03,North
23776,2781,Jacket,Clothing,1,48.81,48.81,2024-10-22,South
23777,3180,Tablet,Electronics,5,411.24,2056.2,2024-04-26,Central
23778,2267,Jacket,Clothing,7,300.25,2101.75,2023-12-04,South
23779,4877,Chair,Home & Garden,4,307.36,1229.44,2023-11-13,East
23780,4045,Lamp,Home & Garden,6,485.92,2915.52,2024-08-16,West
